C,class_weight,max_iter,multi_class,penalty,solver,l1_ratio,accuracy,F1_class_2,recall_class_2,precision_class_2,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,roc_auc,matthews_corrcoef,Cust_metric
0.001,balanced,10000,ovr,l2,lbfgs,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701530994261854,0.3644075553339607,0.4808756162034678
0.001,balanced,10000,ovr,l2,sag,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701528513449988,0.3644075553339607,0.4808756162034678
0.001,balanced,10000,ovr,l2,saga,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701532320720161,0.3644075553339607,0.4808756162034678
0.001,balanced,10000,multinomial,l2,newton-cg,,0.5228240752326154,0.5571674879795552,0.6063428729592149,0.5153923610305318,0.5109710475387114,0.5228240752326154,0.510970755638789,0.5228245704035894,0.5228240752326154,0.5228240752326154,0.5100135931268728,0.5228240752326154,0.510013365375024,0.777243863129499,0.3670538072644979,0.4835439840509227
0.001,balanced,10000,multinomial,l2,lbfgs,,0.5228494077215325,0.5572353034975358,0.6064441900818085,0.515434554881027,0.5109970782138109,0.5228494077215325,0.5109967896109976,0.5228498996842378,0.5228494077215325,0.5228494077215325,0.5100365871223382,0.5228494077215325,0.5100363622829651,0.7772443635090522,0.3670890861710773,0.483584673361711
0.001,balanced,10000,multinomial,l2,sag,,0.5228240752326154,0.5571674879795552,0.6063428729592149,0.5153923610305318,0.5109710475387114,0.5228240752326154,0.510970755638789,0.5228245704035894,0.5228240752326154,0.5228240752326154,0.5100135931268728,0.5228240752326154,0.510013365375024,0.777244059922461,0.3670538072644979,0.4835439840509227
0.001,balanced,10000,multinomial,l2,saga,,0.5227987491602357,0.557142452986858,0.6063428729592149,0.5153488650781135,0.5109411593565241,0.5227987491602357,0.5109408707537108,0.5227992411229408,0.5227987491602357,0.5227987491602357,0.5099835779760264,0.5227987491602357,0.5099833531366531,0.7772442524570609,0.3670211313756352,0.4834908122232648
0.001,balanced,100000,ovr,l2,newton-cg,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701527572469956,0.3644075553339607,0.4808756162034678
0.001,balanced,100000,ovr,l2,lbfgs,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701530994261854,0.3644075553339607,0.4808756162034678
0.001,balanced,100000,ovr,l2,sag,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701528513449988,0.3644075553339607,0.4808756162034678
